"Property Identification Number","Address","Zip Code","Managing Organization","Owership Status","Building","Zoning","Ward","Community Area","Date Property Was Added","Deed Status","Date Property Was Purchased","Date Property  Was Sold","Date of  Last Update","Event","AIS Category","EDR Complete"
"20-21-319-010-0000","6930 S PARNELL AVE","60621","DPD - Large Lots","Owned by City","-","RT-4","6","ENGLEWOOD","06/23/2017","Unverified","-","-","11/09/2021","-","B","Y"
"20-21-314-013-0000","6935 S EMERALD AVE","60621","None","Owned by City","-","RS-3","06","ENGLEWOOD","06/23/2017","Partially Verified","02/05/2003","-","11/02/2021","-","-","N"
"20-21-323-027-0000","7012 S LOWE AVE","60621","None","Owned by City","-","RS-3","06","ENGLEWOOD","06/23/2017","Partially Verified","05/22/1995","-","11/02/2021","-","-","N"
"20-20-331-006-0000","7015 S ELIZABETH ST","60636","-","Owned by City","-","RS-3","06","WEST ENGLEWOOD","06/23/2017","Partially Verified","08/22/2005","-","11/02/2021","-","-","N"
"20-21-327-023-0000","7014 S EGGLESTON AVE","60621","None","Owned by City","-","RT-4","06","ENGLEWOOD","06/23/2017","Partially Verified","12/09/1997","-","11/02/2021","-","-","N"
"20-20-327-025-0000","7018 S LOOMIS BLVD","60636","-","Owned by City","-","RS-3","06","WEST ENGLEWOOD","06/23/2017","Partially Verified","09/09/2008","-","11/02/2021","-","-","N"
"20-20-427-022-0000","7018 S MORGAN ST","60621","-","Owned by City","-","RT-4","06","ENGLEWOOD","06/23/2017","Partially Verified","03/07/2012","-","11/02/2021","-","-","N"
"20-23-423-025-0000","7020 S HARPER AVE","60637","None","Owned by City","-","RT-4","5","SOUTH SHORE","06/23/2017","Verified","09/25/2015","-","11/02/2021","Signal","-","N"
"20-21-325-006-0000","7018 S PARNELL AVE","60621","DPD - Large Lots","Owned by City","-","RT-4","6","ENGLEWOOD","06/23/2017","Unverified","-","-","11/09/2021","-","B","Y"
"20-21-325-007-0000","7020 S PARNELL AVE","60621","None","Owned by City","-","RT-4","06","ENGLEWOOD","06/23/2017","Partially Verified","11/13/2000","-","11/02/2021","-","-","N"
"20-19-430-029-0000","7024 S MARSHFIELD AVE","60636","None","Owned by City","-","RS-3","17","WEST ENGLEWOOD","06/23/2017","Partially Verified","08/09/2005","-","11/02/2021","-","-","N"
"20-19-430-030-0000","7024 S MARSHFIELD AVE","60636","None","Owned by City","-","RS-3","17","WEST ENGLEWOOD","06/23/2017","Partially Verified","07/12/2005","-","11/02/2021","-","-","N"
"20-20-427-009-0000","7027 S CARPENTER ST","60621","None","Owned by City","-","RS-3","06","ENGLEWOOD","06/23/2017","Partially Verified","02/24/2015","-","11/02/2021","-","-","N"
"20-28-101-029-0000","7124 S UNION AVE","60621","DPD - Large Lots","Sold","-","RS-3","06","ENGLEWOOD","06/23/2017","Unverified","-","12/08/2017","11/02/2021","-","-","N"
"20-28-200-019-0000","7158 S HARVARD AVE","60621","DPD - Large Lots","Owned by City","-","RT-4","06","GREATER GRAND CROSSING","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-26-100-006-0000","7127 S SOUTH CHICAGO AVE","60619","-","Sold","-","PD 921","05","GREATER GRAND CROSSING","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-28-107-009-0000","7129 S EGGLESTON AVE","60621","-","Owned by City","-","RT-4","06","ENGLEWOOD","06/23/2017","Partially Verified","01/07/2014","-","11/02/2021","-","-","N"
"20-28-105-023-0000","7130 S NORMAL BLVD","60621","-","Owned by City","-","RT-4","06","ENGLEWOOD","06/23/2017","Partially Verified","12/09/2010","-","11/02/2021","-","-","N"
"20-30-205-037-0000","7132 S PAULINA ST","60636","None","Owned by City","-","RS-2","17","WEST ENGLEWOOD","06/23/2017","Partially Verified","03/20/2013","-","11/02/2021","-","-","N"
"20-28-107-031-0000","7136 S STEWART AVE","60621","None","Owned by City","-","RT-4","06","ENGLEWOOD","06/23/2017","Partially Verified","06/16/1999","-","11/02/2021","-","-","N"
"20-26-101-029-0000","7138 S INGLESIDE AVE","60619","-","Owned by City","-","RS-3","05","GREATER GRAND CROSSING","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-28-100-013-0000","7139 S HALSTED ST","60621","-","Owned by City","-","B1-2","06","ENGLEWOOD","06/23/2017","Partially Verified","02/14/2002","-","11/02/2021","-","-","N"
"20-28-106-028-0000","7140 S EGGLESTON AVE","60621","-","Owned by City","-","RT-4","06","ENGLEWOOD","06/23/2017","Partially Verified","09/30/2013","-","11/02/2021","-","-","N"
"20-28-107-017-0000","7145 S EGGLESTON AVE","60621","None","Owned by City","-","RT-4","06","ENGLEWOOD","06/23/2017","Partially Verified","07/11/2012","-","11/02/2021","-","-","N"
"19-25-206-037-0000","7146 S ARTESIAN AVE","60629","None","Owned by City","-","RS-3","18","CHICAGO LAWN","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-19-313-008-0000","6819 S BELL AVE","60636","-","Owned by City","-","M1-1","16","CHICAGO LAWN","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-19-313-009-0000","6821 S BELL AVE","60636","-","Owned by City","-","M1-1","16","CHICAGO LAWN","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-19-313-010-0000","6823 S BELL AVE","60636","-","Owned by City","-","M1-1","16","CHICAGO LAWN","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-19-313-011-0000","6827 S BELL AVE","60636","-","Owned by City","-","M1-1","16","CHICAGO LAWN","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"13-15-207-063-0000","4640 N PULASKI RD","60630","AIS","Owned by City","Y","PD 831","39","ALBANY PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"13-15-207-064-0000","4638 N PULASKI RD","60630","AIS","Owned by City","Y","PD 831","39","ALBANY PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"13-15-222-018-0000","4630 N PULASKI RD","60630","AIS","Owned by City","Y","PD 831","39","ALBANY PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"13-15-222-019-0000","4624 N PULASKI RD","60630","AIS","Owned by City","Y","PD 831","39","ALBANY PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"13-15-222-020-0000","4620 N PULASKI RD","60630","AIS","Owned by City","Y","PD 831","39","ALBANY PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"13-15-222-021-0000","4616 N PULASKI RD","60630","AIS","Owned by City","Y","PD 831","39","ALBANY PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"13-15-222-022-0000","4614 N PULASKI RD","60630","AIS","Owned by City","Y","PD 831","39","ALBANY PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"13-15-222-023-0000","4612 N PULASKI RD","60630","AIS","Owned by City","Y","PD 831","39","ALBANY PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"13-15-222-024-0000","4610 N PULASKI RD","60630","AIS","Owned by City","Y","PD 831","39","ALBANY PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"13-15-222-025-0000","4610 N PULASKI RD","60630","AIS","Owned by City","Y","PD 831","39","ALBANY PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"13-15-222-026-0000","4604 N PULASKI RD","60630","AIS","Owned by City","Y","PD 831","39","ALBANY PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"13-15-222-027-0000","4602 N PULASKI RD","60630","AIS","Owned by City","Y","PD 831","39","ALBANY PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"13-15-222-028-0000","4600 N PULASKI RD","60630","AIS","Owned by City","Y","PD 831","39","ALBANY PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"13-15-222-029-0000","4572 N PULASKI RD","60630","AIS","Owned by City","Y","PD 831","39","ALBANY PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"13-15-222-030-0000","4570 N PULASKI RD","60630","AIS","Owned by City","Y","PD 831","39","ALBANY PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"13-15-222-042-0000","4600 N PULASKI RD","60630","AIS","Owned by City","Y","PD 831","39","ALBANY PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-10-103-021-0000","4603 W SUPERIOR ST","60644","-","Owned by City","-","M1-1","28","AUSTIN","06/23/2017","Partially Verified","04/24/2003","-","11/02/2021","-","-","N"
"16-10-103-022-0000","4605 W SUPERIOR ST","60644","-","Owned by City","-","M1-1","28","AUSTIN","06/23/2017","Partially Verified","04/24/2003","-","11/02/2021","-","-","N"
"16-10-103-019-0000","4609 W SUPERIOR ST","60644","-","Owned by City","-","M1-1","28","AUSTIN","06/23/2017","Partially Verified","04/24/2003","-","11/02/2021","-","-","N"
"16-10-103-018-0000","4611 W SUPERIOR ST","60644","-","Owned by City","-","M1-1","28","AUSTIN","06/23/2017","Partially Verified","04/24/2003","-","11/02/2021","-","-","N"
"16-10-103-017-0000","4613 W SUPERIOR ST","60644","-","Owned by City","-","M1-1","28","AUSTIN","06/23/2017","Partially Verified","04/11/2003","-","11/02/2021","-","-","N"
"16-10-103-035-0000","4624 W HURON ST","60644","DPD - Real Estate","Owned by City","-","M1-1","28","AUSTIN","06/23/2017","Unverified","-","-","11/02/2021","Assignment","-","N"
"16-15-313-031-0000","4630 W FIFTH AVE","60644","-","Sold","-","M1-2","24","AUSTIN","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-15-313-030-0000","4632 W FIFTH AVE","60644","-","Sold","-","M1-2","24","AUSTIN","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-03-424-015-0000","4624 S ST LAWRENCE AVE","0","-","Owned by City","-","RM-5","03","GRAND BOULEVARD","06/23/2017","Partially Verified","08/10/1999","-","11/02/2021","-","-","N"
"16-15-313-029-0000","4636 W FIFTH AVE","60644","-","Sold","-","M1-2","24","AUSTIN","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-03-425-025-0000","4640 S CHAMPLAIN AVE","60653","None","Owned by City","-","RT-4","04","GRAND BOULEVARD","06/23/2017","Partially Verified","07/12/2001","-","11/02/2021","-","-","N"
"16-15-313-023-0000","4648 W FIFTH AVE","60644","-","Sold","-","M1-2","24","AUSTIN","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-15-313-022-0000","4650 W FIFTH AVE","60644","-","Sold","-","M1-2","24","AUSTIN","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-15-313-021-0000","4652 W FIFTH AVE","60644","-","Sold","-","M1-2","24","AUSTIN","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-10-315-002-0000","4654 W MAYPOLE AVE","60644","-","Owned by City","-","M1-2","28","AUSTIN","06/23/2017","Partially Verified","09/19/2003","-","11/02/2021","-","-","N"
"16-15-313-020-0000","4656 W FIFTH AVE","60644","-","Sold","-","M1-2","24","AUSTIN","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-02-403-042-0000","4656 S LAKE PARK AVE","60653","-","Sold","-","PD 640","04","KENWOOD","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-10-102-037-0000","4700 W HURON ST","60644","None","Owned by City","-","RS-3","28","AUSTIN","06/23/2017","Verified","04/11/2003","-","11/02/2021","-","-","N"
"16-15-312-025-0000","4704 W FIFTH AVE","60644","None","Owned by City","-","M1-2","24","AUSTIN","06/23/2017","Partially Verified","10/20/1999","-","01/24/2022","Signal","-","N"
"16-15-312-026-0000","4738 W FIFTH AVE","60644","None","Owned by City","-","M1-2","24","AUSTIN","06/23/2017","Partially Verified","10/20/1999","-","01/24/2022","Signal","-","N"
"16-15-312-027-0000","4736 W FIFTH AVE","60644","None","Owned by City","-","M1-2","24","AUSTIN","06/23/2017","Partially Verified","10/20/1999","-","01/24/2022","Signal","-","N"
"16-15-312-031-0000","4718 W FIFTH AVE","60644","None","Owned by City","-","M1-2","24","AUSTIN","06/23/2017","Partially Verified","10/20/1999","-","01/24/2022","Signal","-","N"
"16-15-312-035-0000","4706 W FIFTH AVE","60644","None","Owned by City","-","M1-2","24","AUSTIN","06/23/2017","Partially Verified","10/20/1999","-","01/24/2022","Signal","-","N"
"16-15-312-034-0000","4708 W FIFTH AVE","60644","None","Owned by City","-","M1-2","24","AUSTIN","06/23/2017","Partially Verified","10/20/1999","-","01/24/2022","Signal","-","N"
"16-15-312-033-0000","4712 W FIFTH AVE","60644","None","Owned by City","-","M1-2","24","AUSTIN","06/23/2017","Partially Verified","10/20/1999","-","01/24/2022","Signal","-","N"
"16-10-102-031-0000","4714 W HURON ST","60644","None","Owned by City","-","RS-3","28","AUSTIN","06/23/2017","Verified","04/11/2003","-","11/02/2021","-","-","N"
"20-10-204-031-0000","4720 S LANGLEY AVE","60615","-","Owned by City","-","RM-5","04","GRAND BOULEVARD","06/23/2017","Partially Verified","10/15/1996","-","11/02/2021","-","-","N"
"16-10-104-032-0000","4720 W ERIE ST","60644","None","Owned by City","-","RS-3","28","AUSTIN","06/23/2017","Verified","10/15/2002","-","11/02/2021","-","-","N"
"16-10-102-015-0000","4721 W SUPERIOR ST","60644","None","Owned by City","-","RS-3","28","AUSTIN","06/23/2017","Partially Verified","03/04/2014","-","11/02/2021","-","-","N"
"20-10-206-006-0000","4723 S EVANS AVE","60615","-","Sold","-","PD 1095","04","GRAND BOULEVARD","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-28-102-035-0000","11944 S LOWE AVE","60628","None","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Partially Verified","08/03/2005","-","11/02/2021","-","-","N"
"25-28-101-037-0000","11946 S UNION AVE","60628","DOH","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-28-125-018-0000","12212 S UNION AVE","60628","None","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Partially Verified","07/13/2010","-","11/02/2021","-","-","N"
"25-28-304-014-0000","12327 S WALLACE ST","60628","None","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Partially Verified","10/02/2014","-","11/02/2021","Signal","-","N"
"25-28-205-022-0000","11949 S LA SALLE ST","60628","None","Owned by City","-","RS-3","09","WEST PULLMAN","06/23/2017","Partially Verified","05/05/1999","-","11/02/2021","-","-","N"
"25-28-203-021-0000","11955 S YALE AVE","60628","-","Owned by City","-","RS-3","09","WEST PULLMAN","06/23/2017","Partially Verified","09/19/2012","-","11/02/2021","-","-","N"
"25-24-421-021-0000","12000 S CALHOUN AVE","0","Park District","Leased","-","-","-","-","06/23/2017","Partially Verified","10/19/2001","-","11/29/2021","-","-","N"
"25-27-109-024-0000","12000 S MICHIGAN AVE","60628","-","Owned by City","-","B3-1","09","WEST PULLMAN","06/23/2017","Partially Verified","04/22/2004","-","11/02/2021","-","-","N"
"25-27-111-012-0000","12006 S PRAIRIE AVE","60628","None","Owned by City","-","RS-3","09","WEST PULLMAN","06/23/2017","Partially Verified","03/05/2012","-","11/02/2021","-","-","N"
"25-27-111-011-0000","12002 S PRAIRIE AVE","60628","None","Owned by City","-","RS-3","09","WEST PULLMAN","06/23/2017","Partially Verified","03/05/2012","-","11/02/2021","-","-","N"
"25-28-414-020-0000","12336 S EDBROOKE AVE","0","None","Owned by City","-","RS-2","09","WEST PULLMAN","06/23/2017","Partially Verified","06/29/2005","-","11/02/2021","-","-","N"
"25-28-305-020-0000","12337 S PARNELL AVE","60628","-","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Partially Verified","12/19/2013","-","11/02/2021","-","-","N"
"25-27-112-020-0000","12008 S CALUMET AVE","60628","None","Owned by City","-","RS-3","09","WEST PULLMAN","06/23/2017","Partially Verified","04/29/1998","-","11/02/2021","-","-","N"
"25-24-422-024-0000","12008 S HOXIE AVE","0","-","Owned by City","-","-","-","-","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-28-112-004-0000","12009 S WALLACE ST","60628","None","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Partially Verified","01/14/2000","-","11/02/2021","-","-","N"
"25-27-112-014-0000","12010 S CALUMET AVE","60628","None","Owned by City","-","RS-3","09","WEST PULLMAN","06/23/2017","Partially Verified","03/14/2013","-","11/02/2021","-","-","N"
"25-28-113-007-0000","12009 S PARNELL AVE","60628","-","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Partially Verified","04/20/2005","-","11/02/2021","-","-","N"
"25-27-112-015-0000","12014 S CALUMET AVE","60628","None","Owned by City","-","RS-3","09","WEST PULLMAN","06/23/2017","Partially Verified","01/31/2013","-","11/02/2021","-","-","N"
"25-28-303-030-0000","12342 S WALLACE ST","60628","None","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Partially Verified","01/07/2014","-","11/02/2021","-","-","N"
"25-28-108-025-0000","12018 S EMERALD AVE","60628","None","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Partially Verified","04/23/2002","-","11/02/2021","-","-","N"
"25-28-113-010-0000","12019 S PARNELL AVE","60628","-","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Partially Verified","05/31/2002","-","11/02/2021","-","-","N"
"25-27-111-007-0000","12021 S INDIANA AVE","60628","None","Owned by City","-","RS-3","09","WEST PULLMAN","06/23/2017","Partially Verified","04/22/2008","-","11/02/2021","-","-","N"
"25-28-111-008-0000","12021 S LOWE AVE","60628","None","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Partially Verified","-","-","11/02/2021","-","-","N"
"25-28-113-012-0000","12027 S PARNELL AVE","60628","-","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Partially Verified","05/19/2010","-","11/02/2021","-","-","N"
"25-28-111-009-0000","12025 S LOWE AVE","60628","-","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Partially Verified","-","-","11/02/2021","-","-","N"
"25-28-110-010-0000","12027 S UNION AVE","60628","None","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Partially Verified","03/01/2005","-","11/02/2021","-","-","N"
"25-28-128-014-0000","12239 S WALLACE ST","60628","None","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Partially Verified","09/11/2012","-","11/02/2021","-","-","N"
"26-30-305-039-0000","12602 S EXCHANGE AVE","60633","None","Owned by City","-","PMD 6","10","SOUTH DEERING","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"26-30-302-024-0000","12610 S MANISTEE AVE","60633","None","Owned by City","-","RS-2","10","HEGEWISCH","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"26-30-305-018-0000","12620 S EXCHANGE AVE","60633","None","Owned by City","-","RS-2","10","SOUTH DEERING","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-24-423-015-0000","12041 S HOXIE AVE","0","Park District","Leased","-","-","-","-","06/23/2017","Partially Verified","10/19/2001","-","11/29/2021","-","-","N"
"25-28-113-020-0000","12049 S PARNELL AVE","60628","DPD - Large Lots","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Unverified","-","-","11/09/2021","-","B","Y"
"25-27-115-018-0000","12048 S EDBROOKE AVE","60628","None","Owned by City","-","RS-3","09","WEST PULLMAN","06/23/2017","Partially Verified","06/27/2005","-","11/02/2021","-","-","N"
"25-27-115-019-0000","12048 S EDBROOKE AVE","60628","None","Owned by City","-","RS-3","09","WEST PULLMAN","06/23/2017","Partially Verified","06/27/2005","-","11/02/2021","-","-","N"
"25-27-116-017-0000","12052 S INDIANA AVE","60628","None","Owned by City","-","RS-3","09","WEST PULLMAN","06/23/2017","Partially Verified","10/02/2009","-","11/02/2021","-","-","N"
"25-27-116-018-0000","12054 S INDIANA AVE","60628","None","Owned by City","-","RS-3","09","WEST PULLMAN","06/23/2017","Partially Verified","11/10/2006","-","11/02/2021","-","-","N"
